title,desc,push_time,content,url
向境外企业支付合作开发APP项目款，是否需要办理税务备案？,,2017-07-27,问：向境外企业支付合作开发APP项目款，是否需要办理税务备案？答：根据《国家税务总局 国家外汇管理局关于服务贸易等项目对外支付税务备案有关问题的公告》（国家税务总局国家外汇管理局公告2013年第40号）规定：“一、境内机构和个人向境外单笔支付等值5万美元以上（不含等值5万美元，下同）下列外汇资金，除本公告第三条规定的情形外，均应享所在地主管国税机关进行税务备案，主管税务机关仅为地税机关的，应向所在地同级国税机关备案：（一）境外机构或个人从境内获得的包括运输、旅游、通信、建筑安装及劳务承包、保险服务、金融服务、计算机和信息服务、专有权利使用和特许、体育文化和娱乐服务、其他商业服务、政府服务等服务贸易收入；（二）境外个人在境内的工作报酬，境外机构或个人从境内获得的股息、红利、利润、直接债务利息、担保费以及非资本转移的捐赠、赔偿、税收、偶然性所得等收益和经常转移收入；（三）境外机构或个人从境内获得的融资租赁租金、不动产的转让收入、股权转让所得以及外国投资者其他合法所得。”因此，与国外公司进行合作开发APP行为不属于对外支付的行为，不需要办理对外支付备案。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403093.htm
我单位统一给员工安排体检，发生的费用能否税前扣除？,,2017-07-27,问:我单位统一给员工安排体检，发生的费用能否税前扣除？答：根据《国家税务总局关于企业工资薪金及职工福利费扣除问题的通知》国税函〔2009〕3号规定，《中华人民共和国企业所得税法实施条例》第四十条规定的企业职工福利费，包括以下内容：（二）为职工卫生保健、生活、住房、交通等所发放的各项补贴和非货币性福利，包括企业向职工发放的因公外地就医费用、未实行医疗统筹企业职工医疗费用、职工供养直系亲属医疗补贴、供暖费补贴、职工防暑降温费、职工困难补贴、救济费、职工食堂经费补贴、职工交通补贴等。因此，员工体检费用可以按照职工福利费的相关规定在税前扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403090.htm
企业2017年因销售折让，将2016年度开具的增值税专用发票做红字冲减，是否需要调整该年度收入？,,2017-07-27,问：企业2017年因销售折让，将2016年度开具的增值税专用发票做红字冲减，是否需要调整该年度收入？答：根据《国家税务总局关于确认企业所得税收入若干问题的通知》(国税函[2008]875号)的规定，企业因售出商品的质量不合格等原因而在售价上给的减让属于销售折让，企业已经确认销售收入的售出商品发生销售折让，应当在发生当期冲减当期销售商品收入。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403091.htm
跨地区设立的项目部，如何预缴企业所得税？,,2017-07-27,问：建筑企业总机构直接管理的跨地区设立的项目部（包括与项目部性质相同的工程指挥部、合同段等），应按项目实际经营收入的0.2%按月或按季由总机构向项目所在地预分企业所得税，那么对于建筑工程的总包方在按照实际经营收入预缴企业所得税时是否可以扣除分包款？答：作为总包方的建筑企业总机构直接管理的跨地区设立的项目部，应当按照总包金额（含分包款）预缴企业所得税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403089.htm
企业上一年度不符合小型微利企业优惠条件，本年季度预缴是否可以享受小型微利企业优惠？,,2017-07-27,问：企业上一年度不符合小型微利企业优惠条件，本年季度预缴是否可以享受小型微利企业优惠？答：根据《国家税务总局关于贯彻落实扩大小型微利企业所得税优惠政策范围有关征管问题的公告》（国家税务总局公告2017年第23号）规定：四、本年度企业预缴企业所得税时，按照以下规定享受减半征税政策：...(四)上一纳税年度为不符合小型微利企业条件的企业，预计本年度符合条件的，预缴时累计实际利润或应纳税所得额不超过50万元的，可以享受减半征税政策。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403087.htm
重点群体创业者如何享受税收优惠？,,2017-07-27,问：享受重点群体创业就业扣减增值税政策的纳税人，在2019年12月31日未享受满3年的，是否可以继续享受？答：可以。根据《财政部 国家税务总局 人力资源社会保障部 关于继续实施支持和促进重点群体创业就业有关税收政策的通知》(财税〔2017〕49号)规定：本通知的执行期限为2017年1月1日至2019年12月31日。本通知规定的税收优惠政策按照备案减免税管理，纳税人应向主管税务机关备案。税收优惠政策在2019年12月31日未享受满3年的，可继续享受至3年期满为止。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403086.htm
对外招标对竞标单位收取了图纸费，是否需缴纳增值税？,,2017-07-27,问：我公司对外招标，对竞标单位收取了图纸费，是否需缴纳增值税？答：根据《中华人民共和国增值税暂行条例实施细则》(财政部 国家税务总局令第50号) 第三条规定：“ 条例第一条所称销售货物，是指有偿转让货物的所有权。”　另根据《财政部 国家税务总局关于全面推开营业税改征增值税试点的通知》财税〔2016〕36号附件1第十条规定：“销售服务、无形资产或者不动产，是指有偿提供服务、有偿转让无形资产或者不动产……”。因此，该行为应按规定缴纳增值税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403085.htm
同一地级行政区内跨县(市、区)提供建筑服务，取得预收款需要预缴增值税吗？,,2017-07-27,问：根据现行规定，同一地级行政区范围内跨县(市、区)提供建筑服务不需开具外管证，取得预收款需要预缴增值税吗？答：这种情况还是需要预缴增值税的。根据《财政部 税务总局关于建筑服务等营改增试点政策的通知》（财税〔2017〕58号）第三条第二款规定：“按照现行规定应在建筑服务发生地预缴增值税的项目，纳税人收到预收款时在建筑服务发生地预缴增值税。按照现行规定无需在建筑服务发生地预缴增值税的项目，纳税人收到预收款时在机构所在地预缴增值税。” 以上规定自2017年7月1日起执行。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403084.htm
建筑服务取得预收款时，该如何缴纳增值税？,,2017-07-27,问：建筑服务取得预收款时，该如何缴纳增值税？答：根据《财政部 税务总局关于建筑服务等营改增试点政策的通知》（财税〔2017〕58号）规定：二、《营业税改征增值税试点实施办法》(财税〔2016〕36号印发)第四十五条第(二)项修改为“纳税人提供租赁服务采取预收款方式的，其纳税义务发生时间为收到预收款的当天”。三、纳税人提供建筑服务取得预收款，应在收到预收款时，以取得的预收款扣除支付的分包款后的余额，按照本条第三款规定的预征率预缴增值税。按照现行规定应在建筑服务发生地预缴增值税的项目，纳税人收到预收款时在建筑服务发生地预缴增值税。按照现行规定无需在建筑服务发生地预缴增值税的项目，纳税人收到预收款时在机构所在地预缴增值税。适用一般计税方法计税的项目预征率为2%，适用简易计税方法计税的项目预征率为3%。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403082.htm
金融机构对农户小额贷款利息收入是否免征增值税？,,2017-07-27,问：金融机构对农户小额贷款利息收入是否免征增值税？答：根据《财政部 税务总局 关于延续支持农村金融发展有关税收政策》财税〔2017〕44号文件规定：“一、自2017年1月1日至2019年12月31日，对金融机构农户小额贷款的利息收入，免征增值税。……四、本通知所称农户，是指长期(一年以上)居住在乡镇(不包括城关镇)行政管理区域内的住户，还包括长期居住在城关镇所辖行政村范围内的住户和户口不在本地而在本地居住一年以上的住户，国有农场的职工和农村个体工商户。位于乡镇(不包括城关镇)行政管理区域内和在城关镇所辖行政村范围内的国有经济的机关、团体、学校、企事业单位的集体户;有本地户口，但举家外出谋生一年以上的住户，无论是否保留承包耕地均不属于农户。农户以户为统计单位，既可以从事农业生产经营，也可以从事非农业生产经营。农户贷款的判定应以贷款发放时的承贷主体是否属于农户为准。五、金融机构应对符合条件的农户小额贷款利息收入进行单独核算，不能单独核算的不得适用本通知第一条、第二条规定的优惠政策。六、本通知印发之日前已征的增值税，可抵减纳税人以后月份应缴纳的增值税或予以退还。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201707/t20170727_403080.htm
小型微利企业应纳税所得额上限提高到50万元了吗？,,2017-06-27,问：小型微利企业应纳税所得额上限提高到50万元了吗？答：根据《财政部 国家税务总局关于扩大小型微利企业所得税优惠政策范围的通知》（财税〔2017〕43号 ） 、《国家税务总局关于贯彻落实扩大小型微利企业所得税优惠政策范围有关征管问题的公告》（国家税务总局公告2017年第23号）相关规定，自2017年1月1日至2019年12月31日，符合条件的小型微利企业，无论采取查账征收方式还是核定征收方式，其年应纳税所得额低于50万元(含50万元)的，其所得减按50%计入应纳税所得额，按20%的税率缴纳企业所得税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399462.htm
租入办公用房一次性支付了5年的租金，是否需要进行纳税调增？,,2017-06-27,问：企业租入办公用房，如果是在2016年一次性支付了5年的租金，是否需要进行纳税调增，如何填写企业所得税年度纳税申报表？答：如果企业在会计上是按照会计准则处理的，那么也应当是按照权责发生制的原则分期分摊确认租金支出，与税法规定不存在差异，不需要进行纳税调整。如果企业在会计上于支付租金当期一次性扣除了，则应填写年报表A105000“扣除类调整项目”的“其他”栏次进行纳税调增。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399459.htm
拍卖行受托拍卖金银首饰，是否需要缴纳消费税？,,2017-06-27,问：拍卖行受托拍卖金银首饰，是否需要缴纳消费税？答 ：《财政部 国家税务总局关于调整金银首饰消费税纳税环节有关问题的通知》（（1994）财税字第95号 ）规定：“经国务院批准，金银首饰消费税由生产销售环节征收改为零售环节征收。现将有关规定通知如下：一、改为零售环节征收消费税的金银首饰范围：这次改为零售环节征收消费税的金银首饰范围仅限于：金、银和金基、银基合金首饰，以及金、银和金基、银基合金的镶嵌首饰（以下简称金银首饰）。……三、纳税义务人：在中华人民共和国境内从事金银首饰零售业务的单位和个人，为金银首饰消费税的纳税义务人（以下简称纳税人），应按本通知的规定缴纳消费税。委托加工（另有规定者除外）、委托代销金银首饰的，受托方也是纳税人。”因此，拍卖行受托拍卖金银首饰属于零售环节，需要按照规定缴纳消费税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399457.htm
取得股票股利或者基金份额分红是否缴纳增值税?,,2017-06-27,"问：企业购买股票或者基金,持有期间取得股票股利或者基金份额分红是否缴纳增值税?答:按照现行增值税政策规定,纳税人购买金融商品(股票、基金等),其持有期间取得的利息(保本收益、报酬、资金占用费、补偿金等)收入,应按照“贷款服务”缴纳增值税,金融商品持有期间(含到期)取得的非保本的上述收益,不属于利息或利息性质的收入,不征收增值税。上述“保本收益、报酬、资金占用费、补偿金”,是指合同中明确承诺到期本金可全部收回的投资收益。因此,企业持有股票或者基金期间,取得的股票股利(基金份额分红)取得时不缴纳增值税。",http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399455.htm
能否汇总《开具红字增值税专用发票信息表》？,,2017-06-27,"问：汇总开具的增值税专用发票,如果需要开具红字发票,《开具红字增值税专用发票信息表》中的“开具红字专用发票内容”如何填写?红字增值税专用发票是否可以附清单?答:汇总开具的增值税专用发票如需开红字发票,《信息表》“开具红字发票内容”栏应按照所售货物、劳务、服务如实填写。现行增值税发票新系统不支持红字增值税专用发票附清单。",http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399453.htm
纳税人只提供食品外卖服务，应如何缴纳增值税？,,2017-06-27,问：纳税人只提供食品外卖服务，应如何缴纳增值税？答：根据《财政部 国家税务总局关于明确金融房地产开发 教育辅助服务等增值税政策的通知》（财税[2016]140号）的规定，提供餐饮服务的纳税人销售的外卖食品，按照“餐饮服务”缴纳增值税。“外卖食品”仅指该餐饮企业参与了生产、加工过程的食品。对于餐饮企业将外购的酒水、农产品等货物，未进行后续加工而直接与外卖食品一同销售的，应根据该货物的适用税率，按照兼营的有关规定计算缴纳增值税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399452.htm
请问增值税专用发票认证期限是360天了吗？,,2017-06-27,问：请问增值税专用发票认证期限是360天了吗？答：《国家税务总局关于进一步明确营改增有关征管问题的公告》（ 国家税务总局公告2017年第11号 ）规定 ，第十、自2017年7月1日起，增值税一般纳税人取得的2017年7月1日及以后开具的增值税专用发票和机动车销售统一发票，应自开具之日起360日内认证或登录增值税发票选择确认平台进行确认，并在规定的纳税申报期内，向主管国税机关申报抵扣进项税额。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399451.htm
租入汽车的修理费能抵扣吗?,,2017-06-27,问：租入汽车的修理费能抵扣吗?答：根据《宁波市国家税务局货物和劳务税处关于明确部分政策口径的通知》（甬国税货便函[2017]6号 ）第三条规定：“承租方负担的且与承租方使用车辆取得收入有关的、合理的费用，包括油费、修理费、过路费等，凭合法有效凭据按规定抵扣进项税额；与车辆所有权有关的固定费用如年检费、保险费等，不论是否由承租方负担，不予抵扣进项税额。 ”,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399450.htm
2017年7月1日起，一般纳税人购进农产品计算进项税额与原来有何不同？,,2017-06-27,"问：2017年7月1日起，一般纳税人购进农产品，从按照简易计税方法依照3%征收率计算缴纳增值税的小规模纳税人处取得的发票，必须是专用发票才能抵扣吗？答：是的。根据《财政部 国家税务总局关于简并增值税税率有关政策的通知》（财税〔2017〕37号）第二条第（一）点规定：“纳税人购进农产品,……从按照简易计税方法依照3%征收率计算缴纳增值税的小规模纳税人取得增值税专用发票的，以增值税专用发票上注明的金额和11%的扣除率计算进项税额”。本通知自2017年7月1日起执行。",http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399449.htm
"2017年7月1日起，开给个人的普通发票,纳税人识别号要填吗？",,2017-06-27,"问：2017年7月1日起，开给企业的普通发票一定要填写纳税人识别号，那么开给个人的普通发票,纳税人识别号要填吗？答：根据《国家税务总局关于增值税发票开具有关问题的公告》(总局公告2017年第16号)第一条规定：“自2017年7月1日起，购买方为企业的，索取增值税普通发票时，应向销售方提供纳税人识别号或统一社会信用代码;销售方为其开具增值税普通发票时，应在“购买方纳税人识别号”栏填写购买方的纳税人识别号或统一社会信用代码。不符合规定的发票，不得作为税收凭证。  本公告所称企业，包括公司、非公司制企业法人、企业分支机构、个人独资企业、合伙企业和其他企业。”因此，开给个人的普通发票并不适用本文件规定，“纳税人识别号”栏可根据需要选择填写个人身份证号码。",http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201706/t20170627_399446.htm
机器设备的拆除，按照什么税目缴纳增值税？,,2017-05-25,问：机器设备的拆除，按照什么税目缴纳增值税？答：拆除建筑物或者构筑物按照其他建筑服务，与建筑物相连的机器设备拆除应按照其他建筑服务；若是单独的机器设备的拆除，应按照其他现代服务。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396172.htm
差额开票的进项发票，如何填写进项税额结构明细表？,,2017-05-25,问：差额开票的进项发票，如何填写进项税额结构明细表？答：差额扣除开具的增值税发票，根据税额和销售额减去扣除额后的余额倒推出税率，填入相应栏次。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396171.htm
企业销售软件产品一同收取的软件安装费、维护费、培训费等收入是否可以享受软件产品增值税即征即退的政策？,,2017-05-25,问：企业销售软件产品一同收取的软件安装费、维护费、培训费等收入是否可以享受软件产品增值税即征即退的政策？答：根据《财政部 国家税务总局关于增值税若干政策的通知》（财税﹝2005﹞165号）和《财政部 国家税务总局关于软件产品增值税政策的通知》（财税﹝2011﹞100号）规定，纳税人销售软件产品并随同销售一并收取的软件安装费、维护费、培训费等收入，应按照规定征收增值税，并可享受软件产品增值税即征即退政策。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396170.htm
请问我们提供的这项服务能否享受增值税零税率政策？,,2017-05-25,问：我公司提供船舶期租服务，境内承租方将船舶用于往来东南亚的国际运输服务，请问我们提供的这项服务能否享受增值税零税率政策？答：根据 《财政部 国家税务总局关于全面推开营业税改征增值税试点的通知》（财税〔2016〕36号）规定，中华人民共和国境内的单位和个人向境内单位或个人提供期租、湿租服务，如果承租方利用租赁的交通工具向其他单位或个人提供国际运输服务和港澳台运输服务，由承租方适用增值税零税率。境内的单位或个人向境外单位或个人提供期租、湿租服务，由出租方适用增值税零税率。因此，境内承租方以期租方式从你公司租赁船舶提供国际运输服务，是由承租方适用增值税零税率的。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396169.htm
在填报企业所得税年报A类报表第A107014研发费用加计扣除优惠明细表时，数据都填不了？,,2017-05-25,问:在填报企业所得税年报A类报表第A107014研发费用加计扣除优惠明细表时，数据都填不了？答:根据《国家税务总局关于2016年度企业研究开发费用税前加计扣除政策企业所得税纳税申报问题的公告》（国家税务总局公告2017年第12号）二、企业享受研究开发费用税前加计扣除政策的，在填报《中华人民共和国企业所得税年度纳税申报表（A类，2014年版）》之《研发费用加计扣除优惠明细表》（A107014）时，仅填写第10行第19列“本年研发费用加计扣除额合计”，数据来源为《情况归集表》序号11“十一、当期实际加计扣除总额”行次填写的“发生额”。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396167.htm
建造固定资产的借款，不得扣除的利息支出如何调整？,,2017-05-25,问：企业为建造固定资产向非金融企业借款，发生的利息支出超过按照金融企业同期同类贷款利率计算的部分，已经计入固定资产的成本，那么在企业所得税前不得扣除的利息支出应当如何进行调整？答：应当在该固定资产后续计提折旧时进行调整。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396166.htm
企业受让的无形资产，约定使用年限为5年，是否也需要按10年来进行摊销？,,2017-05-25,问：企业受让的无形资产，约定使用年限为5年，是否也需要按10年来进行摊销？答：根据《中华人民共和国企业所得税法实施条例》（中华人民共和国国务院令第512号）第六十七条规定，无形资产按照直线法计算的摊销费用，准予扣除。无形资产的摊销年限不得低于10年。作为投资或者受让的无形资产，有关法律规定或者合同约定了使用年限的，可以按照规定或者约定的使用年限分期摊销。因此，受让的无形资产，合同约定了使用年限的，可以按照约定的使用年限分期摊销。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396162.htm
企业通过第三方转持的股份分红是否可作为免税收入？,,2017-05-25,问：企业通过第三方转持的股份分红是否可作为免税收入？例如:甲方借款给乙方，由乙方出面投资于丙方，最后丙方税后利润分红给乙方，再由乙方划转给甲方。甲方取得的分红可否作为免税收入？答：根据《企业所得税法》第二十六条第二项的规定，符合条件的居民企业之间的股息、红利等权益性投资收益为免税收入。《企业所得税法实施条例》第八十三条规定，“企业所得税法第二十六条第二项所称符合条件的居民企业之间的股息红利等权益性投资收益，是指居民企业直接投资于其他居民企业取得的投资收益。不包括连续持有居民企业公开发行并上市流通的股票不足12个月取得的投资收益。”第三方转持属于间接投资，间接投资不符合免税的投资收益范围，不得作为免税收入。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396163.htm
无关联业务发生需要填报关联报表么？,,2017-05-25,问：无关联业务发生需要填报关联报表么？答：企业年度内未与其关联方发生业务往来，但符合42号公告第五条规定需要报送国别报告的，只填报《报告企业信息表》和国别报告的6张表。企业年度内未与其关联方发生业务往来，且不符合国别报告报送条件的，可以不进行关联申报。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396159.htm
居民企业支付给境外企业的位于境外的房产租金，是否需要扣缴企业所得税？,,2017-05-25,问：居民企业支付给境外企业的位于境外的房产租金，是否需要扣缴企业所得税？答：根据《中华人民共和国企业所得税法》（ 中华人民共和国主席令第63号）第三条规定：“非居民企业在中国境内未设立机构、场所的，或者虽设立机构、场所但取得的所得与其所设机构、场所没有实际联系的，应当就其来源于中国境内的所得缴纳企业所得税。”《中华人民共和国企业所得税法实施条例》（中华人民共和国国务院令第512号）第七条规定“企业所得税法第三条所称来源于中国境内、境外的所得，按照以下原则确定：……　(五)利息所得、租金所得、特许权使用费所得，按照负担、支付所得的企业或者机构、场所所在地确定，或者按照负担、支付所得的个人的住所地确定；”国税发〔2009〕3号国家税务总局关于印发《非居民企业所得税源泉扣缴管理暂行办法》的通知第三条规定：“对非居民企业取得来源于中国境内的股息、红利等权益性投资收益和利息、租金、特许权使用费所得、转让财产所得以及其他所得应当缴纳的企业所得税，实行源泉扣缴，以依照有关法律规定或者合同约定对非居民企业直接负有支付相关款项义务的单位或者个人为扣缴义务人。”因此，以上情况需要扣缴企业所得税，但我国与该国（地区）有税收协定（安排）的按照协定（安排）执行。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201705/t20170525_396158.htm
母子公司互派人员的工资税前扣除问题？,,2017-04-21,问：母公司A派员工到子公司B，该员工与A企业是雇佣关系，与B企业是任职关系，其养老保险关系在A企业，工作关系在B企业，由B企业支付工资。B企业是否可以将支付给该员工的工资在税前扣除？答：根据《中华人民共和国企业所得税法实施条例》第三十四条规定，“企业发生的合理的工资、薪金支出，准予扣除。前款所称工资、薪金，是指企业每一纳税年度支付给在本企业任职或者受雇的员工的所有现金形式或者非现金形式的劳动报酬，包括基本工资、奖金、津贴、补贴、年终加薪、加班工资，以及与员工任职或者受雇有关的其他支出。”该派遣员工在B企业任职，B企业提供相关资料证明任职关系，所支付的合理的工资薪金可于所得税前扣除。若属于母公司向子公司提供服务行为，则要按照《国家税务总局关于母子公司间提供服务支付费用有关企业所得税处理问题的通知》（国税发〔2008〕86号）规定处理。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387530.htm
福利费税前扣除问题？,,2017-04-21,问：在福利费科目中发生的企业为职工的子女购买的医疗保险，是否可以在税前扣除？答：根据《企业所得税法》第8条，“企业实际发生的与取得收入有关的、合理的支出，包括成本、费用、税金、损失和其他支出，准予在计算应纳税所得额时扣除。”根据《企业所得税法实施条例》第27条，“企业所得税法第八条所称有关的支出，是指与取得收入直接相关的支出。企业所得税法第八条所称合理的支出，是指符合生产经营活动常规，应当计入当期损益或者有关资产成本的必要和正常的支出。”企业为职工的子女购买的医疗保险不属于企业实际发生的与取得收入有关的、合理的支出，不得在税前扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387527.htm
股息红利免税问题？,,2017-04-21,"问：中外合资企业不按出资比例进行利润分配,股息、红利超出出资比例的部分能否作为免税收入？答：《中华人民共和国公司法》第二百一十七条规定，“外商投资的有限责任公司和股份有限公司适用本法；有关外商投资的法律另有规定的，适用其规定。”《中华人民共和国中外合资经营企业法》第八条规定，“合营企业获得的毛利润，按中华人民共和国税法规定缴纳合营企业所得税后，扣除合营企业章程规定的储备基金、职工奖励及福利基金、企业发展基金，净利润根据合营各方注册资本的比例进行分配。合营企业依照国家有关税收的法律和行政法规的规定，可以享受减税、免税的优惠待遇。”《中华人民共和国中外合资经营企业法实施条例》第七十六条规定，“合营企业按照《中华人民共和国企业所得税法》缴纳所得税后的利润分配原则如下：（一）提取储备基金、职工奖励及福利基金、企业发展基金，提取比例由董事会确定；（二）储备基金除用于垫补合营企业亏损外，经审批机构批准也可以用于本企业增加资本，扩大生产；（三）按照本条第（一）项规定提取三项基金后的可分配利润，董事会确定分配的，应当按合营各方的出资比例进行分配。”因此，中外合资企业股东取得的超出其投资比例对应份额的股息、红利分配额，不得作为免税收入处理。",http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387522.htm
购买预付卡税前扣除问题？,,2017-04-21,"问：企业购入超市、加油站等预付卡，取得了销售方开具的增值税普通发票，发票内容为预付卡销售和充值。该项支出能否在企业所得税税前扣除？答：根据总局公告2016年第53号第三条规定，“（一）单用途卡发卡企业或者售卡企业（以下统称“售卡方”）销售单用途卡，或者接受单用途卡持卡人充值取得的预收资金，不缴纳增值税。售卡方可按照本公告第九条的规定，向购卡人、充值人开具增值税普通发票，不得开具增值税专用发票。……（三）持卡人使用单用途卡购买货物或服务时，货物或者服务的销售方应按照现行规定缴纳增值税，且不得向持卡人开具增值税发票。”
    因此，企业购卡后未使用的，不得进行税前扣除；购卡后使用的，在使用时相应结转成本、费用进行税前扣除。比如，用卡购买货物或服务的，凭购卡发票复印件和购物清单入账，按有关规定税前扣除；用于职工福利的，凭购卡发票复印件、职工领卡签名记录、代扣代缴个人所得税凭据等入账，按有关规定税前扣除；用于业务招待的，凭购卡发票复印件、其他证明业务真实性的相关资料入账，按有关规定税前扣除。",http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387509.htm
酒店为客人提供会议场地的同时，还提供餐饮、投影、舞台音控等配套服务，这配套服务的收入如何缴税？,,2017-04-21,问：我公司为五星级酒店，在为客人提供会议场地的同时，还提供餐饮、投影、舞台音控等配套服务，这配套服务的收入如何缴税？答：需分开核算。提供会议场地并同时提供舞台、投影以及人员后勤服务的，应按照“会议展览服务”缴纳增值税。提供的就餐服务应按照提供餐饮服务缴纳增值税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387503.htm
设备租赁保证金能否与租金一起开专用发票？,,2017-04-21,问：设备租赁保证金能否与租金一起开专用发票？答：根据《财政部 国家税务总局关于全面推开营业税改征增值税试点的通知》（财税【2016】36号）附件1《营业税改征增值税试点实施办法》规定：“第三十七条销售额，是指纳税人发生应税行为取得的全部价款和价外费用，财政部和国家税务总局另有规定的除外。价外费用，是指价外收取的各种性质的收费，但不包括以下项目：（一）代为收取并符合本办法第十条规定的政府性基金或者行政事业性收费。（二）以委托方名义开具发票代委托方收取的款项。”二、根据《中华人民共和国增值税暂行条例实施细则》（财政部 国家税务总局第50号令）规定：“第十二条条例第六条第一款所称价外费用，包括价外向购买方手续的手续费、补贴、基金、集资费、返还利润、奖励费、违约金、滞纳金、延期付款利息、赔偿金、代收款项、代垫款项、包装费、包装物租金、储备费、优质费、运输装卸费以及其他各种性质的价外收费。......”因此，出租方收取的押金，虽然是出租方向承租方收取的款项，但不属于出租方的收入，不属于价外收取的各种收费，不征收增值税，不得开具增值税发票。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387499.htm
为其他单位代办专利申请，向其收取的专利申请费是否需要缴纳增值税？,,2017-04-21,问：我单位为其他单位代办专利申请，向其收取的专利申请费（由我单位代付）是否需要缴纳增值税？答：根据《财政部 国家税务总局关于全面推开营业税改征增值税试点的通知》（财税〔2016〕36号）附件2规定：经纪代理服务，以取得的全部价款和价外费用，扣除向委托方收取并代为支付的政府性基金或者行政事业性收费后的余额为销售额。向委托方收取的政府性基金或者行政事业性收费，不得开具增值税专用发票。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387496.htm
我单位是做电子商务的，是否能申请增值税电子发票？,,2017-04-21,问：我单位是做电子商务的，是否能申请增值税电子发票？答：根据《国家税务总局关于推行通过增值税电子发票系统开具的增值税电子普通发票有关问题的公告》(国家税务总局公告2015年第84号)规定：一、推行通过增值税电子发票系统开具的增值税电子普通发票，对降低纳税人经营成本，节约社会资源，方便消费者保存使用发票，营造健康公平的税收环境有着重要作用。因此，对推行使用增值税电子普通发票的行业没有进行限定。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387493.htm
宁波市内跨县区从事的建筑服务是否可以不再开具《外管证》？,,2017-04-21,问：宁波市内跨县区从事的建筑服务是否可以不再开具《外管证》？答：根据《宁波市国家税务局关于优化<外出经营活动税收管理证明>相关制度和办理程序的通知》（甬国税发〔2017〕42号）的规定，1.除财政支出项目以及市发改委、市住建委、市交通委的重点项目（含分包业务）外，我市纳税人在宁波市内跨县（市）区提供建筑服务，合同金额未超出500万元的，机构所在地主管国税机关可不再开具《外管证》。2. 我市纳税人在宁波市内跨县（市）区从事建筑服务外的其他经营业务的，可不再开具《外管证》。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201704/t20170421_387488.htm
