title,desc,content,url
丢失已作废发票已上报挂失，现在买不了发票！,问：您好我公司因为保管不善，丢失已作废发发票一份，已上报挂失，现在买不了发票，税务局要我们提供公安部门报案材料（公安不给提供）现在这事还在等税务局回复我们急需要购买发票，谢谢！我应该怎么办！还需要提供什么资料！,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下：     由于您提供的信息不完整，我们无法为您生成咨询工单。建议您直接拨打12366以便我们生成咨询工单协助您解决问题。 感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=7DUVTEAMI8N79JW7TWLF2SYVVYXDNBFQ
预缴开票申报缴款后发现税款所属期错误将如何处理？,问：我公司是汇总缴纳企业的分支机构，按要求进行预缴开票分期预缴申报，网上扣税款成功后，发现税款所属期错误，请教将如何处理？,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下：     如果您申报错误，携带正确的申报表到您所属主管税务机关办税服务厅办理补充申报和手工抵缴税款业务。 感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=PJEX6IIPQGNFIQJ4PN8EL86H0J5UKSFS
通用定额发票网上查询网址,问：你好！通用定额发票网上如何查询？查询网址是多少,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下：      通用定额发票暂时无法通过网页查询，查询有微信查询和电话查询两种：1.关注“陕西国税纳税服务”--办税服务--发票流向查询；2.拨打12366查询发票流向。   感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=6SXAPLAOEA6C525R1D58IT6QUX63PCAD
房地产企业采取预收款方式销售自行开发的房地产项目如何开具发票,问：房地产企业采取预收款方式销售自行开发的房地产项目，预售时总房价按预测面积计算，房款一般分多次收取（定金、首付款、按揭款等）。交房时，按照实测面积计算实际总房价，并对已预收的房款多退少补。现咨询：其发票的开具是在每次收款时按照收款金额开具多张发票，交房时再开具多退少补的发票（此方式开具的发票无房屋面积和单价），还是在交房时，按照实际总房价开具一张发票？,答： 您好！您提交的问题已收悉，现针对您所提供的信息回复如下： 根据《财政部 国家税务总局关于全面推开营业税改征增值税试点的通知》（财税〔2016〕36号）第第四十五条条的规定，  增值税纳税义务、扣缴义务发生时间为：     （一）纳税人发生应税行为并收讫销售款项或者取得索取销售款项凭据的当天；先开具发票的，为开具发票的当天。     收讫销售款项，是指纳税人销售服务、无形资产、不动产过程中或者完成后收到款项。     取得索取销售款项凭据的当天，是指书面合同确定的付款日期；未签订书面合同或者书面合同未确定付款日期的，为服务、无形资产转让完成的当天或者不动产权属变更的当天。     （二）纳税人提供建筑服务、租赁服务采取预收款方式的，其纳税义务发生时间为收到预收款的当天。     （三）纳税人从事金融商品转让的，为金融商品所有权转移的当天。     （四）纳税人发生本办法第十四条规定情形的，其纳税义务发生时间为服务、无形资产转让完成的当天或者不动产权属变更的当天。     （五）增值税扣缴义务发生时间为纳税人增值税纳税义务发生的当天。 根据《国家税务总局关于营改增试点若干征管问题的公告》（国家税务总局公告2016年第53号）第九条第一款的规定， (十一)增加6“未发生销售行为的不征税项目”，用于纳税人收取款项但未发生销售货物、应税劳务、服务、无形资产或不动产的情形。    “未发生销售行为的不征税项目”下设601 “预付卡销售和充值”、602“销售自行开发的房地产项目预收款”、603 “已申报缴纳营业税未开票补开票”。     使用“未发生销售行为的不征税项目”编码，发票税率栏应填写“不征税”，不得开具增值税专用发票。     因此，在收取预收款的时候，您可以先开具不征税的普通发票，纳税义务发生以后再全额开具发票。 感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=H8TIVC5796QN0GDHVYD85Q7L4I5DVVY4
如何查验增值税普通发票真伪,问：是否能提供陕西增值税普通发票在线查验真伪的服务,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下：  增值税普通发票查询有微信查询和电话查询两种：1.关注“陕西国税纳税服务”--办税服务--发票流向查询；2.拨打12366查询发票流向。  目前陕西省增值税普通发票只能查询发票流向，无法查询票面信息，如果您需要鉴定发票真伪，请持发票原件到主管税务机关进行发票真伪鉴定。  感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=8D1ATR14PU31426Q3UWGVVXBR753R3CY
机打发票问题,问：问：发票代码：161001113300，发票号码：10749896，查询号：611207326595 我查不到这张发票的真伪，请帮助我查一查，谢谢！,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下： 很抱歉，因电话沟通信息有限，发票真伪鉴定必须见票确认，12366无法提供发票真伪鉴定服务。根据全国纳税服务规范规定，非行政执法部门的单位或个人要发票真伪鉴别，请您携带纸质发票原件，到税务机关发票管理部门鉴别。    感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=DKAIUZCZ2JRPGIS8DT9ITC40UJGD9K8P
车主是个人，与公司签订私车公用协议，可以取得专票进行抵扣吗,问：车主是个人，与公司签订私车公用协议，取得的保险费、汽油费、修理费发票等，以公司名义开增值税专票，可以进项税抵扣吗？,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下:     根据财税〔2016〕36号第二十七条规定，下列项目的进项税额不得从销项税额中抵扣：     （一）用于简易计税方法计税项目、免征增值税项目、集体福利或者个人消费的购进货物、加工修理修配劳务、服务、无形资产和不动产。其中涉及的固定资产、无形资产、不动产，仅指专用于上述项目的固定资产、无形资产（不包括其他权益性无形资产）、不动产。     纳税人的交际应酬消费属于个人消费。     （二）非正常损失的购进货物，以及相关的加工修理修配劳务和交通运输服务。     （三）非正常损失的在产品、产成品所耗用的购进货物（不包括固定资产）、加工修理修配劳务和交通运输服务。     （四）非正常损失的不动产，以及该不动产所耗用的购进货物、设计服务和建筑服务。     （五）非正常损失的不动产在建工程所耗用的购进货物、设计服务和建筑服务。     纳税人新建、改建、扩建、修缮、装饰不动产，均属于不动产在建工程。     （六）购进的旅客运输服务、贷款服务、餐饮服务、居民日常服务和娱乐服务。     （七）财政部和国家税务总局规定的其他情形。     因此，您取得进项税，有合法有效的扣税凭证，且不属于以上情形的，则可以抵扣进项税。   ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=BE0RZ94F51SICB00TCKBRS8AIP2PHCY7
增值税专用发票,问：我们是辽宁省的企业，单位同事提供陕西省的增值税专用发票，以往我们是进到省国税网站对增值税专用发票进行真伪及流向查询的，但是在贵税务局网站找不到相关的查询功能，请问怎样才可以查询到增值税专用发票的真伪和流向呢？,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下：     增值税专用发票查询有微信查询和电话查询两种：1.关注“陕西国税纳税服务”--办税服务--发票流向查询；2.拨打029-12366查询发票流向。     目前陕西省增值税专用发票只能查询发票流向，无法查询票面信息。     感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=BRTTPMT5MJUB1VOQ5F8AHOLJ5PA0D8N0
企业所得税年报,问：你好，这几天登陆VPN申报年报的时候，显示纳税人状态不正常，是什么原因？去本地税务局咨询过了，没有违章，查不出原因。,"答：    您好！您提交的问题已收悉，现针对您所提供的信息回复如下：      根据您的描述，该提示信息可能为软件问题，建议您咨询电子税务局纳税人端软件客服，电话号码4007151555,95113。      感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或您的主管税务机关咨询。      ",http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=248ZA26FC2OS72M524W8BKC1A3U48J6
小规模纳税人代开增值税专票的问题,问：我们公司和咸阳一家保险代理公司合作，营改增后我公司要求支付给他们的代理手续费用需要开具增值税专用发票。该公司为小规模纳税人，前往税务局开具代理手续费增值税专用发票，归属税务局答复说开不了。希望我公司进行协调。 税务局名称：西咸新区沣东新城国家税务局 答复不能开具原因：代理手续费可以是政府和企业之间合作需要开具的费用，企业和企业之间不能开具代理手续费，只能开服务费。,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下：         已办理税务登记的小规模纳税人（包括个体经营者）以及国家税务总局确定的其他可以代开增值税专用发票的纳税人发生增值税应税行为，需要开具增值税专用发票，主管税务机关依据纳税人申请，为其开具增值税专用发票或货物运输业增值税专用发票。       根据财税〔2016〕36号附件一第六条第八款第二项规定，经纪代理服务，是指各类经纪、中介、代理服务。包括金融代理、知识产权代理、货物运输代理、代理报关、法律代理、房地产中介、职业中介、婚姻中介、代理记账、拍卖等。        因此，小规模纳税人发生的代理手续费可以到主管税务机关代开专用发票。        感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系 12366 热线或您的主管税务机关咨询。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=F6X977DXGBDBNS9GTE4RAXMALHDZSGZ6
小规模纳税人异地项目开票问题,问：我们是西咸新区的小规模纳税人，最近在省外承接了一个单位的视频监控项目，对方要求开具的发票项目是“安防工程”，咨询一下我们是要在公司注册地的西咸新区国税所购领发票后开具呢？还是要到主管机关开具外出经管证到对方单位所在地的税务机关开具发票？谢谢！,答：    您好！您提交的问题已收悉，现根据您提供的信息回复如下：     根据国家税务总局关于发布《纳税人跨县（市、区）提供建筑服务增值税征收管理暂行办法》的公告（国家税务总局公告2016年第17号 ） 第九条规定，小规模纳税人跨县（市、区）提供建筑服务，不能自行开具增值税发票的，可向建筑服务发生地主管国税机关按照其取得的全部价款和价外费用申请代开增值税发票。     因此，如果贵公司可以自行开具发票则自行开具，无法开具的到建筑服务发生地税务机关代开增值税发票。     感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366热线或者您的主管税务机关咨询。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=QI7JV1PPJKRQ0TO9EPJ64UEJT7XY9KUI
增值税查询,问：增值税发票查真伪时要求输入的查询号是什么,答：您好，您所提交的问题已收悉，现针对回复如下：查询号只有联网开具的通用机打发票才有。目前官网尚未开通增值税发票查询模块，若您需要查询增值税发票，您可添加微信公众号“陕西国税纳税服务”来查询或直接拨打12366纳税服务热线查询。感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366纳税服务热线或主管税务机关。,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=MAIQCRFXC7H64ZRL91ZP5L8TI667P1HT
增值税发票真伪查询,问：发票代码：6100151320 发票号码：04160421 发票方：西安博义峰会议服务有限公司 为什么一直查不到真伪？能否给提供一下查询截图，报销需要一个查询真伪的截图，或者麻烦告诉一下在哪里可以查出来？,答：     您好！您提交的问题已收悉，现针对您所提供的信息回复如下       ：           发票真伪无法通过查询获得，发票真伪需要携带发票原件去税务机关鉴定。 可关注“陕西国税纳税服务”微信公众平台或者拨打 12366 咨询热线查询发票流向。        感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系     12366     热线或您的主管税务机关咨询。      ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=3VTNMSG29ZDO0GN2HWV7AAA10X3JDSWR
无道路运输经营许可证能否领取货物运输业增值税专用发票,问：您好，我现在申请办理了一家汽车运输公司，营业执照已经领取，道路运输经营许可证还没有办理，能否在税务部门申请领取货物运输业专用发票。,答：    您好！您提交的问题已收悉，现针对您所提供的信息回复如下      ：          您在领用发票之前，应该在税务机关办理增值税发票核定，税务机关工作人员会根据您的具体情况核定您领用发票的种类。      感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系    12366    热线或您的主管税务机关咨询。     ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=F5BKV5N5AH18UFOT3PE7A7LJ2XG6Q5FR
出租车机打发票,问：收到的出租车机打发票普遍没有盖发票专用章，请问是否有效，能否入账？,答：    您好！您提交的问题已收悉，现针对您所提供的信息回复如下      ：          陕西省的出租车发票因为发票印制的原因，暂时没有统一加盖发票专用章。如果您需要加盖发票专用章，可以拨打12366咨询热线查询该发票所对应的出租车公司，携带发票原件去出租车公司加盖发票专用章。      感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系 12366 热线或您的主管税务机关咨询。   ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=KB40MI0XEEXH6ICCE0MEE6MTGEV0I394
交易所平台服务营改增,问：交易所（现货，电子交易）为要素市场（标的物是有型动产即货物，如有色金属等）提供交易平台服务，交易所按成交额收取的手续费收入是否属营改增行业？如果是，是营改增后哪个行业？,答：      您好！您提交的问题已收悉，现针对您所提供的信息回复如下        ：            您所咨询的“交易平台服务”不属于“营改增”范围，建议您具体咨询地税部门。        感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系      12366      热线或您的主管税务机关咨询。       ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=ACUHXYDNC5YNU3BNAC7Y745OKXNNUIZ6
发票无法查询,问：在怡康药房开取的发票，在陕西国税网上查不到信息，验证发票二维码，扫描提示暂无信息请与出票单位或税务局联系。发票代码161001513200 发票号码 08340227 查询号 131000249137 纳税人识别号 61010473507449x 东木头市二店。请问这发票有问题吗？,答：  您好！您提交的问题已收悉，现针对您所提供的信息回复如下    ：        陕西省国家税务局门户网站上的发票信息分批次上传，可能您查询的发票信息还没有上传，建议您关注“陕西国税纳税服务”微信公众平台查询，或者拨打 12366咨询热线查询。           感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系 12366 热线或您的主管税务机关咨询。   ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=BP41AOXZD2X5874BH1C2X68XPNRL7MMO
关于发票开超认定纳税人,问：我是小规模纳税人，国税局说我连续12个月开发票的金额超过了小规模的金额，让我认定一般纳税 人， 因为我销售的好多东西没有进项发票，所以我不想认定一般纳税人，我听其它人说，可以不认定一般纳税人，也不享受抵扣税，就可以继续用这个开票，我问我们铜川的国税局他们说没有这个政策，我就想咨询一下国家在这方面有没有这个政策，谢谢。,答：     您好！您提交的问题已收悉，现针对您所提供的信息回复如下      ：          国家税务总局关于调整增值税一般纳税人管理  有关事项的公告(国家税务总局公告2015年第18号) 四、纳税人年应税销售额超过规定标准的，在申报期结束后20个工作日内按照本公告第二条或第三条的规定办理相关手续;未按规定时限办理的，主管税务机关应当在规定期限结束后10个工作日内制作《税务事项通知书》，告知纳税人应当在10个工作日内向主管税务机关办理相关手续。  中华人民共和国增值税暂行条例  实施细则(财政部　国家税务总局第50号令)二十九条　年应税销售额超过小规模纳税人标准的其他个人按小规模纳税人纳税；非企业性单位、不经常发生应税行为的企业可选择按小规模纳税人纳税。 第三十四条　有下列情形之一者，应按销售额依照增值税税率计算应纳税额，不得抵扣进项税额，也不得使用增值税专用发票： 　　（一）一般纳税人会计核算不健全，或者不能够提供准确税务资料的； 　　（二）除本细则第二十九条规定外，纳税人销售额超过小规模纳税人标准，未申请办理一般纳税人认定手续的。 感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系 12366 热线或您的主管税务机关咨询。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=7S92C71S8QHQQSPKMS71RWL7AMZPNTKE
普通发票查询,问：NO：11506498 6100151320 校验码：81260166441962050075 我查不到这张发票的真伪，请帮助我查一查，谢谢！,答：您好，您的问题已收悉，现针对回复如下：该发票发票代码为 6100151320 发票号码为11506498 经查询该发票开票方名称：中国船舶重工集团公司第十二研究所 开票方纳税人识别号:610481435721982 以上为该发票流向信息，发票真伪鉴别需携带纸质票到办税大厅鉴别。感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366纳税服务热线或主管税务机关。,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=1XIOYTV2YHF1C3TE5Y3LI9DLTQAG2X7W
中国移动、电信、联通发票真伪,问：中国移动、电信、联通的发票在官网系统中无此发票，烦请说明下原因,答：您好，您的问题已收悉，现针对回复如下：官网目前只能查询通用机打发票、通用手工发票和通用定额发票。建议您添加微信公众号“陕西国税纳税服务”，可通过微信公众号查询所有种类发票。您也可拨打12366纳税服务热线或到税务机关进行发票查询。给您带来不便，敬请谅解！感谢您的咨询！,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=Q3OQMK57VB87YSZGVITKGTAL0VZ52AXE
购买社会组织服务是否要上税？,问：请问：我们要购买社会组织参与防治艾滋病的服务，是否要上税？上多少？如何上税？是否根据“财政部国家税务总局关于非营利组织企业所得税免税收入问题的通知”（财税[2009]122号）要求上税？社会组织能否称为企业？,答：您好，您的问题已收悉，现针对回复如下：您所咨询的问题，已通过12366纳税服务热线进行了电话回复，若您对此仍有疑问，请联系12366纳税服务热线或主管税务机关。感谢您的咨询！,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=49RD5YCVYRAK351CMC0JVPG9SUA8DCGD
怎样提交增值税纳税申报表,问：怎样提交增值税纳税申报表,答：   您好！您的问题已收悉，现针对您的问题回复如下：    如果您使用的网上申报方式，可通过申报软件提交增值税纳税申报表；如果您要到税务机关上门申报，请您携带电子或纸质申报表到主管税务机关办税服务厅办理。    感谢您的咨询，以上回复仅供参考，如有问题，请咨询主管税务部门或12366。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=7HXVFITHLH4YL9LF4NDP9ODOTPLQJ5PU
农村房屋出租开发票,问：我想了解一下农村房屋出租发票如何开，税收是多少。请详细的介绍一下。,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下： 非常抱歉，您咨询的问题由地税部门管辖，为保证信息准确，建议您咨询地税部门。 感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366纳税服务热线或主管税务机关。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=4PMBCDTOUR1CCMX9BMCFHO2D65FMVZO
关于筹建期内的招待费所得税扣除处理,问：你好，我公司属于筹建期，当年发招待费12100元，请问此项费所得税扣除时怎样扣除？,答：　您好！您提交的问题已收悉，现针对您所提供的信息回复如下：    一、根据 《 国家税务总局关于企业所得税应纳税所得额若干税务处理问题的公告 》( 国家税务总局公告 2012 年第 15 号)的规定：“五、关于筹办期业务招待费等费用税前扣除问题     企业在筹建期间，发生的与筹办活动有关的业务招待费支出，可按实际发生额的 60% 计入企业筹办费，并按有关规定在税前扣除;发生的广告费和业务宣传费，可按实际发生额计入企业筹办费，并按有关规定在税前扣除。 　　…… 　　九、本公告施行时间     本公告规定适用于 2011 年度及以后各年度企业应纳税所得额的处理。 ”  感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366纳税服务热线或主管税务机关。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=1KWJZATLBZ0J2LXFV7P16MZNB3MBQ99V
普票在哪里查询？？,问：普票在哪里查询？？,答：您好！您提交的问题已收悉，现针对您所提供的信息回复如下： 如果你持有的是陕西省国家税务局通用机打发票，可以在陕西省国家税务局官方网站电子税务局—发票查询—发票流向查询（或发票真伪查询）；如果你持有的是陕西省国家税务局增值税普通发票，可微信关注“陕西国税纳税服务”公众号进入办税服务—发票流向查询或拨打123366人工查询发票流向信息。 感谢您的咨询！上述回复仅供参考，若您对此仍有疑问，请联系12366纳税服务热线或主管税务机关。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=8H1SL9EX4EMMNS4TNDYLU3RFFZTKEUZ
原油天然气增值税申报,问：我是个体工商户原油天然气增值税申报怎样填写,答：您好！您提交的问题已收悉，现针对提供信息回复如下： 请您拨打12366热线咨询。 感谢咨询！ ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=7GQL3ZQRI77O6925PS5YOPS7C936ASLQ
电信业营业税改征增值税,"问：自2014年6月1日起将电信业纳入营业税改征增值税试点,原地税监制的冠名普通发票可以用到什么时候？有没有相关的文件通知",答：您好！您的问题已收悉，现针对回复如下： 《陕西省国家税务局关于电信业营改增试点纳税人使用普通发票过渡事项的公告》2014年第5号 根据《陕西省国家税务局  陕西省地方税务局关于印发的通知》（陕国税发〔2014〕122号）文件精神，现就电信业“营改增”试点纳税人（以下简称“试点纳税人”）使用普通发票过渡事项公告如下： 一、试点纳税人使用的原地税监制的冠名普通发票，“营改增”后使用国税监制冠名普通发票。并对其实行过渡期管理，过渡期为2014年6月1日至2014年11月30日。 （一）2014年11月30日前，试点纳税人可继续使用地税监制的冠名普通发票。 （二）2014年12月1日起，试点纳税人必须使用国税监制的冠名普通发票，不得开具地税监制的冠名普通发票。 （三）试点纳税人于2014年11月30日前，对未使用完地税监制的冠名普通发票，按照地税规定办理缴销手续。并携带税务登记证副本、购票员身份证原件及复印件、发票专用章、2014年6月1日至验旧之日的地税监制冠名发票开具数据等资料，到主管国税机关办理发票领用事宜。 (四)冠名普通发票过渡期内，试点纳税人违反发票管理规定，违规使用发票，由主管国税机关依法处理。 二、自2014年6月1日起，除冠名普通发票外，试点纳税人提供增值税应税服务必须开具国税监制发票，不得开具地税网络在线普通发票。 （一）试点纳税人“营改增”后被认定为增值税一般纳税人的，其提供增值税应税服务开具国税监制的增值税专用发票或增值税普通发票。 （二）试点纳税人“营改增”后被认定为增值税小规模纳税人的，其提供增值税应税服务开具国税监制通用机打普通发票。 （三）认定为增值税小规模的试点纳税人，在陕国税发〔2014〕122号文件规定的时限内，持相关证件资料，向主管国税机关办理通用机打普通发票领用事宜，并选择确认开票方式。 （四）使用地税网络在线普通发票的试点纳税人于5月31日前，按照地税规定注销其开票资格，并办理网络在线普通发票缴销手续。 三、试点纳税人沿用原纳税人识别号的，继续使用原发票专用章，新办理国税税务登记或纳税人识别号发生变化的，按新的纳税人识别号重新制作发票专用章。 特此公告。                                                                       陕西省国家税务局                                                                        2014年5月30日 感谢您的咨询！ ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=1CJPOE8KNHNE25TPPF2M83HFC2WLQKEQ
网上申报系统,问：怎么进入到网上申报系统，把信息输进去怎么没有企业的信息，提示没找到该用户数据或用户不存在。,答：您好！您的问题已收悉，现针对回复如下： 您描述的问题太笼统，您反映的网上申报系统是指？无法给您准确的回复。建议您拨打12366纳税服务热线或联系主管税务机关咨询。 感谢您的咨询！ ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=MAS9WUULUL99DON6WU9T6JGWQ5Z9WIC9
牲畜、家禽饲养企业直接减免的增值税是否应征收企业所得税？,问：我是一小规模饲养企业，增值税收入100万，所得税申报时收入要换算为不含税么？直接减免的增值税是否应征收所得税？ 直接减免的增值税如应征税，应填写在所得税申报表中的11栏“营业外收入”中么,答：尊敬的纳税人您好！根据《中华人民共和国企业所得税法》中华人民共和国主席令第63号第二章 应纳税所得额 第五条 企业每一纳税年度的收入总额，减除不征税收入、免税收入、各项扣除以及允许弥补的以前年度亏损后的余额，为应纳税所得额。第六条 企业以货币形式和非货币形式从各种来源取得的收入，为收入总额。该收入是指实际取得的收入。 您企业牲畜、家禽饲养直接减免的增值税需计入营业外收入，缴纳企业所得税。   ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=FAMTZ3NLURMZQRZ1EA1J68EM0E0I03HG
关于增值税相关问题,问：请问生产性企业的办公用电能取得增值税专用发票，其增值税额能抵扣？办公用电：比如电脑、打印机、空调、办公楼照明、电梯、中央空调等用电。谢谢！,答：尊敬的纳税人您好！请您参照财税（2013）37号《财政部 国家税务总局关于在全国开展交通运输业和部分现代服务业营业税改征增值税试点税收政策的通知》附件2《交通运输业和部分现代服务业营业税改征增值税试点有关事项的规定》第二条。若您取得的发票属于可抵扣凭证且不在该文件规定的不得抵扣范围内，那么是准予抵扣进项税的。,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=KVW87G9Z7VSVSWXUO1AFOSYG3NT6NFLN
增值税申报保存不上数据,问：2013年8月，系统升级后，我们在原有的17、13、的税率上又增加了营改增的6的税率，8月申报成功，可9月申报不能通过，原因是系统提取的数据与我们的数据不符，强行保存后系统提示无保存数据，不能保存。经过多次核对，我们的数据是填写正确的，但就是不能申报。以前申报时17税率填写在第二栏应税货物处，13税率填写在第三栏应税劳务处，营改增后将13、17税率相加后填写在第二栏应税货物处，将6的税率填写在第三栏应税劳务处，是否系统在此处有问题？请省局能否给与解决办法。 急需解决办法，急需申报领票！！！！,答：因不清楚您使用的是何种系统，因此对于您反映的具体情况难以判断，为保证您问题能够尽快解决，建议您直接拨打陕西国税12366由人工座席为您流转工单处理。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=D1CPZTMD6TTAB3G9MF52X2WA5BFM31L2
